Temperature,Humidity,HeatIndex,Time
21,28,33,3216
32,61,31,3217
24,75,30,3218
21,35,30,3219
32,52,29,3220
26,48,27,3221
18,14,27,3222
30,16,34,3223
34,32,34,3224
24,61,32,3225
36,22,33,3226
26,59,25,3227
38,19,27,3228
37,74,35,3229
29,70,33,3230
24,72,32,3231
18,73,26,3232
38,66,28,3233
26,17,29,3234
27,29,31,3235
37,73,26,3236
32,20,25,3237
28,79,29,3238
23,22,27,3239
29,21,27,3240
27,40,25,3241
27,71,26,3242
22,48,25,3243
30,27,28,3244
33,25,27,3245
33,48,28,3246
20,21,29,3247
32,73,33,3248
27,50,33,3249
37,44,33,3250
21,56,31,3251
26,28,25,3252
27,46,28,3253
18,14,34,3254
21,56,30,3255
25,59,30,3256
23,45,28,3257
34,19,28,3258
28,47,32,3259
20,45,25,3260
24,39,31,3261
30,38,25,3262
31,28,25,3263
37,21,34,3264
22,27,35,3265
32,26,25,3266
25,19,35,3267
38,53,28,3268
21,46,31,3269
26,37,26,3270
32,69,28,3271
24,24,32,3272
34,22,35,3273
38,78,26,3274
22,26,30,3275
34,59,31,3276
29,27,34,3277
27,46,26,3278
18,30,35,3279
31,62,30,3280
18,66,26,3281
31,36,32,3282
21,55,25,3283
22,23,32,3284
32,46,28,3285
37,55,27,3286
38,47,28,3287
19,23,33,3288
19,19,28,3289
23,47,27,3290
24,26,35,3291
24,61,31,3292
31,53,34,3293
23,62,29,3294
33,68,25,3295
19,61,27,3296
26,44,27,3297
23,51,25,3298
36,23,32,3299
38,29,26,3300
36,37,30,3301
25,71,31,3302
35,68,25,3303
32,55,35,3304
37,70,34,3305
27,36,30,3306
18,43,30,3307
34,17,28,3308
25,75,31,3309
21,38,33,3310
21,10,33,3311
27,27,25,3312
31,63,34,3313
38,57,31,3314
37,58,34,3315
27,25,29,3316
26,47,30,3317
34,56,34,3318
32,40,30,3319
31,41,26,3320
37,50,32,3321
18,71,32,3322
20,46,31,3323
36,37,25,3324
18,21,25,3325
28,26,30,3326
36,30,31,3327
18,59,25,3328
20,67,28,3329
20,20,32,3330
30,41,34,3331
20,66,32,3332
31,19,29,3333
28,58,33,3334
36,79,31,3335
27,56,31,3336
26,76,26,3337
33,47,32,3338
36,39,27,3339
38,57,29,3340
35,41,29,3341
20,45,28,3342
36,70,34,3343
38,19,26,3344
24,53,26,3345
21,23,33,3346
21,11,27,3347
30,29,30,3348
18,80,34,3349
31,10,35,3350
19,43,35,3351
22,20,25,3352
32,46,27,3353
36,37,27,3354
35,66,34,3355
27,23,31,3356
27,47,29,3357
19,74,31,3358
22,62,34,3359
25,30,29,3360
30,10,25,3361
32,16,29,3362
33,32,26,3363
28,47,34,3364
26,72,30,3365
18,29,30,3366
19,66,27,3367
38,35,30,3368
29,43,25,3369
37,40,25,3370
22,73,35,3371
23,41,27,3372
27,25,35,3373
31,39,29,3374
35,42,31,3375
18,57,27,3376
21,43,33,3377
38,54,26,3378
38,52,27,3379
28,50,34,3380
23,41,34,3381
33,66,32,3382
25,43,25,3383
24,62,33,3384
20,15,31,3385
18,70,25,3386
18,46,30,3387
29,76,25,3388
30,73,28,3389
20,67,35,3390
25,65,27,3391
27,13,26,3392
20,29,32,3393
30,19,31,3394
36,74,35,3395
19,61,32,3396
19,49,27,3397
32,71,34,3398
35,60,27,3399
20,75,32,3400
21,74,26,3401
29,64,29,3402
25,67,29,3403
38,59,33,3404
24,21,33,3405
21,38,27,3406
30,76,30,3407
34,33,28,3408
31,58,27,3409
37,57,33,3410
22,17,34,3411
29,34,29,3412
31,20,32,3413
24,32,30,3414
24,37,33,3415
37,34,28,3416
32,38,25,3417
23,59,27,3418
37,61,29,3419
19,61,34,3420
29,19,33,3421
36,47,28,3422
33,77,33,3423
26,73,28,3424
18,30,31,3425
30,15,31,3426
30,17,31,3427
20,22,34,3428
19,55,34,3429
35,39,34,3430
26,44,26,3431
36,25,33,3432
22,47,28,3433
28,62,30,3434
25,19,35,3435
31,24,29,3436
27,46,26,3437
38,75,26,3438
31,63,29,3439
18,27,26,3440
38,26,28,3441
35,20,31,3442
38,53,32,3443
31,35,26,3444
31,45,29,3445
32,75,27,3446
26,73,35,3447
20,27,30,3448
32,76,27,3449
31,51,35,3450
21,28,27,3451
29,41,31,3452
36,20,25,3453
30,74,25,3454
38,70,31,3455
26,60,30,3456
23,39,30,3457
22,46,25,3458
27,73,34,3459
31,64,34,3460
38,41,32,3461
28,77,34,3462
29,70,34,3463
23,45,35,3464
26,38,30,3465
22,65,33,3466
22,52,27,3467
36,46,32,3468
30,22,26,3469
32,78,32,3470
31,36,28,3471
26,52,33,3472
25,77,30,3473
20,61,30,3474
32,48,32,3475
20,45,31,3476
24,16,25,3477
32,66,27,3478
37,63,28,3479
37,64,30,3480
24,59,31,3481
33,62,25,3482
23,34,28,3483
34,12,34,3484
26,10,31,3485
20,29,30,3486
31,79,26,3487
29,41,32,3488
23,34,29,3489
30,36,35,3490
34,73,25,3491
29,14,26,3492
21,23,33,3493
33,45,34,3494
23,75,26,3495
27,61,32,3496
24,43,26,3497
26,43,34,3498
29,61,34,3499
34,19,29,3500
24,24,31,3501
33,20,29,3502
21,58,32,3503
30,68,25,3504
23,28,28,3505
36,40,27,3506
21,48,32,3507
25,64,26,3508
27,80,26,3509
35,13,33,3510
26,25,26,3511
26,54,33,3512
19,48,33,3513
25,24,25,3514
30,69,27,3515
19,42,26,3516
22,24,29,3517
24,77,26,3518
23,47,33,3519
36,10,34,3520
32,40,29,3521
23,51,32,3522
32,36,28,3523
27,25,25,3524
27,42,34,3525
25,75,25,3526
27,45,30,3527
23,47,26,3528
25,17,32,3529
20,52,33,3530
26,53,26,3531
35,44,26,3532
25,49,26,3533
33,67,25,3534
29,38,31,3535
19,58,34,3536
30,36,31,3537
25,74,27,3538
23,19,31,3539
25,78,30,3540
26,13,30,3541
25,44,28,3542
24,15,26,3543
18,19,34,3544
30,30,26,3545
35,70,31,3546
37,13,35,3547
29,71,26,3548
37,63,30,3549
31,69,35,3550
25,12,26,3551
26,59,32,3552
19,60,31,3553
20,75,32,3554
25,36,32,3555
27,28,33,3556
19,43,26,3557
36,80,33,3558
30,20,30,3559
20,11,35,3560
34,47,27,3561
21,57,30,3562
20,76,25,3563
30,17,34,3564
32,65,35,3565
18,45,28,3566
31,17,32,3567
38,35,31,3568
38,10,27,3569
32,59,25,3570
26,35,26,3571
27,37,31,3572
34,80,31,3573
27,47,26,3574
38,25,26,3575
26,48,27,3576
20,72,25,3577
24,71,29,3578
36,77,33,3579
34,32,30,3580
36,10,26,3581
32,40,28,3582
21,28,32,3583
22,77,28,3584
32,16,34,3585
31,65,33,3586
35,80,33,3587
34,54,25,3588
38,59,25,3589
32,21,35,3590
25,66,33,3591
18,17,34,3592
30,10,27,3593
37,54,29,3594
21,74,29,3595
30,33,35,3596
20,39,35,3597
30,77,29,3598
23,55,26,3599
19,63,28,3600
19,20,27,3601
24,25,31,3602
38,15,26,3603
22,72,26,3604
23,54,30,3605
28,40,33,3606
19,45,33,3607
18,53,29,3608
23,40,32,3609
31,52,29,3610
19,12,34,3611
19,65,33,3612
35,40,32,3613
28,62,35,3614
26,38,30,3615
38,80,30,3616
23,17,30,3617
23,59,35,3618
23,40,31,3619
38,62,33,3620
35,25,31,3621
38,49,26,3622
37,13,27,3623
34,76,35,3624
18,37,35,3625
35,22,31,3626
33,65,31,3627
24,43,28,3628
25,68,26,3629
36,53,32,3630
18,44,30,3631
37,47,35,3632
23,11,30,3633
18,60,28,3634
26,30,32,3635
23,57,31,3636
22,57,29,3637
22,79,27,3638
25,34,31,3639
28,40,31,3640
23,78,33,3641
28,25,33,3642
18,35,32,3643
38,38,34,3644
38,49,30,3645
20,72,33,3646
24,66,25,3647
24,41,35,3648
34,25,31,3649
21,66,33,3650
31,36,26,3651
34,51,26,3652
33,24,26,3653
36,60,32,3654
30,64,31,3655
28,28,30,3656
28,64,27,3657
35,41,33,3658
32,67,28,3659
23,12,30,3660
27,50,28,3661
28,66,28,3662
23,78,26,3663
25,70,30,3664
35,13,32,3665
28,36,26,3666
18,51,33,3667
19,56,34,3668
37,30,32,3669
32,21,28,3670
33,66,32,3671
29,53,31,3672
18,16,33,3673
37,10,25,3674
35,35,34,3675
24,63,25,3676
38,30,30,3677
30,16,30,3678
20,14,26,3679
37,22,34,3680
27,50,25,3681
24,64,26,3682
32,38,32,3683
20,37,29,3684
33,26,27,3685
38,28,33,3686
26,67,26,3687
31,23,31,3688
25,17,30,3689
36,43,27,3690
25,32,32,3691
35,31,34,3692
32,50,28,3693
38,68,27,3694
19,59,27,3695
27,12,25,3696
22,80,26,3697
19,30,29,3698
21,34,27,3699
25,69,32,3700
29,61,26,3701
20,65,34,3702
22,31,31,3703
31,40,35,3704
30,61,30,3705
32,50,32,3706
36,72,31,3707
29,21,29,3708
23,37,33,3709
38,25,27,3710
20,71,27,3711
35,78,29,3712
28,35,28,3713
20,17,27,3714
25,80,35,3715
33,34,32,3716
19,65,35,3717
32,70,30,3718
31,15,33,3719
27,26,28,3720
29,40,35,3721
24,28,34,3722
37,18,29,3723
19,79,27,3724
20,26,28,3725
21,49,26,3726
37,78,28,3727
19,29,31,3728
18,19,35,3729
33,45,29,3730
26,63,31,3731
28,29,26,3732
26,24,30,3733
24,53,30,3734
18,35,30,3735
35,21,30,3736
36,73,35,3737
31,32,26,3738
18,79,30,3739
22,66,26,3740
31,20,32,3741
27,65,31,3742
19,24,30,3743
25,58,35,3744
25,13,35,3745
27,17,33,3746
23,76,32,3747
22,40,35,3748
19,44,28,3749
22,39,29,3750
25,19,35,3751
30,72,27,3752
18,72,33,3753
18,17,34,3754
23,63,35,3755
22,54,34,3756
20,20,33,3757
26,62,25,3758
20,36,25,3759
30,43,28,3760
22,28,33,3761
18,44,29,3762
22,23,33,3763
36,48,25,3764
26,49,34,3765
33,42,33,3766
28,41,25,3767
18,63,26,3768
38,67,29,3769
29,16,26,3770
33,10,34,3771
31,72,28,3772
20,60,34,3773
19,57,35,3774
28,21,26,3775
37,19,33,3776
34,68,34,3777
38,36,34,3778
22,18,27,3779
29,73,34,3780
19,58,30,3781
21,80,34,3782
34,20,28,3783
21,69,34,3784
26,40,31,3785
27,58,34,3786
22,47,26,3787
29,34,31,3788
20,61,28,3789
35,20,32,3790
30,32,33,3791
26,29,29,3792
29,51,34,3793
27,59,30,3794
28,56,31,3795
28,63,31,3796
30,31,28,3797
35,74,28,3798
22,45,27,3799
31,29,27,3800
29,11,35,3801
28,63,35,3802
38,28,29,3803
28,52,26,3804
38,27,26,3805
30,33,31,3806
33,66,25,3807
21,29,31,3808
30,36,32,3809
24,75,26,3810
37,35,32,3811
35,68,33,3812
33,36,28,3813
38,48,26,3814
26,74,29,3815
37,31,26,3816
19,57,26,3817
37,75,25,3818
30,51,27,3819
23,73,33,3820
20,50,25,3821
23,27,26,3822
37,10,35,3823
22,37,33,3824
35,67,27,3825
21,57,25,3826
26,16,32,3827
23,75,28,3828
35,11,27,3829
27,72,27,3830
30,11,34,3831
22,37,29,3832
28,22,29,3833
24,79,32,3834
25,51,32,3835
37,13,30,3836
23,66,29,3837
28,50,29,3838
25,38,30,3839
35,30,35,3840
25,78,28,3841
19,78,29,3842
34,55,29,3843
31,59,29,3844
38,35,28,3845
31,41,34,3846
25,74,25,3847
19,79,34,3848
23,72,25,3849
22,21,27,3850
36,60,30,3851
33,46,26,3852
18,35,33,3853
21,72,25,3854
33,79,33,3855
21,78,30,3856
26,39,30,3857
38,78,32,3858
28,16,27,3859
18,74,26,3860
28,10,34,3861
36,78,28,3862
23,44,30,3863
29,35,26,3864
36,68,34,3865
33,41,33,3866
37,41,31,3867
28,28,30,3868
20,50,25,3869
29,16,28,3870
32,22,33,3871
25,42,29,3872
20,30,30,3873
22,58,34,3874
23,56,30,3875
22,63,31,3876
20,23,35,3877
32,19,32,3878
37,73,28,3879
23,13,30,3880
31,62,31,3881
24,42,31,3882
31,30,25,3883
25,32,35,3884
19,55,35,3885
34,44,25,3886
19,71,28,3887
38,36,31,3888
32,70,27,3889
37,48,31,3890
21,17,28,3891
21,23,30,3892
25,35,33,3893
18,73,25,3894
24,41,29,3895
27,28,35,3896
31,25,32,3897
21,40,30,3898
18,79,25,3899
23,11,35,3900
22,36,35,3901
29,20,25,3902
23,43,27,3903
31,38,26,3904
22,12,31,3905
25,39,27,3906
23,34,34,3907
32,19,32,3908
22,52,33,3909
20,13,31,3910
27,38,30,3911
22,17,25,3912
20,56,32,3913
38,61,30,3914
25,65,25,3915
24,44,28,3916
31,62,32,3917
24,35,28,3918
25,53,28,3919
30,80,26,3920
34,44,27,3921
38,46,33,3922
20,77,30,3923
22,21,34,3924
32,58,29,3925
30,29,28,3926
34,59,30,3927
20,47,27,3928
19,24,35,3929
33,38,31,3930
31,38,30,3931
23,64,27,3932
19,66,33,3933
20,26,30,3934
19,26,27,3935
27,57,26,3936
24,48,26,3937
23,64,32,3938
28,10,32,3939
29,44,34,3940
24,20,33,3941
29,20,33,3942
31,26,34,3943
19,17,31,3944
38,31,31,3945
29,49,32,3946
31,16,32,3947
36,10,25,3948
19,20,32,3949
37,61,31,3950
21,77,27,3951
25,79,25,3952
28,42,35,3953
38,15,29,3954
28,57,31,3955
34,72,26,3956
28,27,34,3957
23,35,32,3958
30,22,29,3959
25,59,30,3960
31,60,32,3961
22,40,34,3962
37,66,35,3963
24,14,25,3964
24,48,28,3965
25,14,34,3966
20,52,35,3967
23,54,31,3968
32,79,25,3969
30,59,26,3970
23,58,35,3971
36,19,28,3972
23,74,35,3973
25,26,29,3974
36,73,33,3975
29,48,35,3976
29,18,33,3977
33,54,27,3978
22,49,28,3979
32,16,34,3980
24,15,31,3981
29,25,35,3982
38,43,26,3983
35,18,30,3984
24,14,27,3985
23,22,27,3986
32,80,30,3987
18,55,27,3988
22,28,27,3989
21,79,27,3990
22,61,34,3991
19,54,31,3992
26,25,27,3993
26,13,27,3994
37,58,29,3995
36,69,33,3996
25,69,27,3997
19,54,30,3998
23,80,27,3999
22,34,26,4000
35,75,32,4001
27,76,26,4002
21,53,26,4003
26,11,34,4004
20,24,30,4005
37,26,28,4006
38,30,34,4007
25,64,29,4008
28,64,35,4009
18,63,27,4010
23,44,32,4011
18,40,27,4012
23,79,28,4013
23,77,34,4014
26,41,29,4015
18,60,30,4016
35,80,25,4017
21,13,26,4018
35,14,32,4019
18,80,28,4020
18,23,25,4021
34,47,33,4022
31,19,34,4023
33,21,34,4024
19,36,26,4025
18,39,35,4026
18,63,29,4027
26,43,27,4028
31,37,27,4029
25,56,29,4030
31,14,30,4031
29,57,27,4032
19,57,30,4033
28,54,26,4034
20,68,31,4035
38,40,29,4036
34,11,30,4037
37,53,29,4038
22,54,31,4039
26,64,31,4040
31,38,34,4041
24,59,26,4042
32,68,35,4043
27,29,28,4044
37,45,30,4045
25,26,33,4046
26,56,29,4047
23,52,33,4048
37,17,26,4049
22,29,25,4050
23,68,29,4051
19,61,32,4052
25,47,31,4053
29,77,31,4054
28,18,26,4055
26,28,33,4056
29,54,35,4057
27,53,34,4058
21,11,27,4059
21,10,28,4060
37,11,32,4061
33,11,29,4062
34,44,28,4063
27,73,32,4064
36,34,29,4065
21,31,32,4066
33,27,26,4067
29,71,27,4068
18,71,29,4069
23,78,33,4070
24,27,29,4071
36,46,33,4072
37,69,34,4073
27,60,28,4074
19,43,28,4075
33,16,35,4076
34,25,33,4077
37,64,31,4078
30,42,34,4079
19,48,26,4080
33,12,32,4081
24,59,34,4082
23,34,34,4083
24,32,34,4084
25,20,34,4085
32,56,30,4086
28,68,34,4087
18,47,27,4088
18,41,28,4089
22,40,32,4090
34,12,31,4091
22,31,29,4092
27,52,34,4093
31,20,32,4094
38,42,34,4095
21,13,34,4096
18,69,29,4097
24,61,33,4098
38,53,35,4099
30,73,31,4100
27,50,31,4101
28,71,27,4102
27,17,33,4103
20,71,27,4104
38,24,25,4105
32,25,31,4106
19,60,27,4107
28,52,26,4108
33,38,28,4109
26,21,25,4110
37,21,26,4111
28,57,31,4112
32,37,35,4113
27,80,28,4114
33,54,28,4115
36,58,32,4116
24,56,28,4117
20,75,26,4118
26,57,33,4119
19,80,33,4120
32,49,25,4121
30,76,28,4122
34,39,25,4123
28,26,33,4124
29,23,30,4125
34,63,32,4126
34,23,34,4127
28,80,33,4128
23,69,34,4129
30,15,34,4130
31,33,29,4131
20,45,28,4132
27,49,34,4133
21,49,25,4134
32,53,26,4135
25,63,32,4136
18,22,25,4137
19,24,34,4138
33,79,27,4139
34,13,29,4140
30,61,26,4141
33,18,30,4142
29,68,26,4143
30,25,30,4144
33,30,32,4145
22,38,27,4146
38,50,26,4147
30,77,25,4148
27,70,30,4149
37,28,30,4150
36,33,34,4151
19,25,32,4152
18,78,26,4153
29,19,26,4154
25,32,33,4155
38,24,34,4156
30,12,35,4157
32,21,35,4158
32,76,34,4159
19,55,34,4160
19,48,31,4161
21,50,30,4162
20,34,29,4163
38,62,27,4164
27,40,25,4165
32,47,30,4166
38,59,32,4167
25,24,27,4168
35,37,26,4169
23,31,29,4170
18,73,25,4171
26,28,35,4172
24,32,34,4173
34,32,28,4174
23,41,25,4175
31,44,32,4176
18,33,29,4177
22,21,33,4178
33,20,27,4179
36,59,35,4180
37,14,34,4181
32,29,35,4182
21,59,29,4183
28,57,35,4184
35,28,26,4185
19,75,25,4186
23,69,33,4187
20,43,35,4188
28,21,32,4189
18,11,29,4190
31,20,25,4191
18,61,35,4192
23,51,30,4193
25,52,35,4194
36,25,26,4195
24,65,27,4196
30,34,29,4197
34,45,32,4198
29,24,34,4199
25,64,34,4200
20,61,34,4201
37,28,25,4202
21,25,33,4203
19,16,30,4204
22,73,31,4205
28,77,34,4206
24,26,25,4207
28,61,32,4208
22,43,27,4209
22,76,28,4210
32,15,33,4211
37,78,28,4212
30,39,30,4213
28,59,29,4214
36,72,25,4215
36,66,32,4216
26,50,27,4217
37,67,25,4218
27,35,28,4219
33,24,32,4220
20,39,25,4221
35,65,27,4222
37,31,35,4223
19,39,29,4224
37,50,27,4225
32,75,27,4226
27,23,33,4227
29,64,34,4228
28,77,27,4229
36,51,33,4230
31,66,33,4231
22,69,27,4232
34,62,30,4233
20,61,27,4234
26,29,26,4235
34,69,28,4236
29,79,28,4237
27,36,35,4238
36,22,29,4239
27,79,30,4240
18,31,29,4241
34,33,30,4242
22,63,29,4243
25,44,30,4244
25,60,30,4245
24,35,33,4246
18,64,29,4247
34,25,25,4248
38,22,27,4249
37,67,34,4250
29,20,32,4251
27,58,35,4252
23,15,31,4253
30,20,31,4254
28,11,31,4255
33,52,27,4256
32,29,29,4257
36,74,29,4258
24,11,32,4259
27,24,25,4260
34,11,30,4261
33,72,25,4262
19,51,28,4263
37,21,33,4264
31,21,33,4265
23,73,27,4266
34,18,26,4267
26,47,33,4268
29,74,32,4269
30,52,27,4270
19,14,28,4271
22,26,35,4272
20,11,27,4273
29,33,30,4274
24,29,26,4275
19,76,32,4276
27,53,31,4277
20,19,29,4278
24,28,29,4279
21,63,27,4280
21,59,31,4281
19,45,29,4282
18,28,26,4283
22,21,27,4284
38,38,35,4285
34,50,30,4286
29,33,32,4287
26,46,29,4288
24,64,32,4289
21,48,31,4290
22,29,30,4291
29,60,28,4292
19,62,31,4293
35,19,31,4294
24,62,34,4295
35,27,35,4296
38,24,35,4297
37,78,35,4298
30,36,35,4299
32,69,25,4300
34,59,34,4301
27,22,32,4302
29,36,26,4303
38,75,35,4304
28,77,29,4305
32,27,30,4306
30,54,31,4307
32,26,29,4308
37,28,35,4309
23,15,33,4310
24,11,27,4311
30,20,35,4312
20,77,32,4313
18,48,32,4314
31,45,33,4315
21,37,27,4316
37,64,28,4317
19,45,35,4318
35,71,32,4319
29,31,27,4320
23,29,25,4321
28,41,30,4322
35,69,29,4323
31,67,28,4324
33,53,26,4325
27,69,35,4326
21,18,30,4327
24,65,35,4328
21,30,32,4329
25,24,26,4330
28,39,34,4331
19,71,27,4332
18,10,35,4333
24,19,28,4334
38,62,33,4335
23,61,35,4336
38,59,26,4337
24,12,34,4338
33,36,27,4339
19,13,33,4340
38,25,31,4341
24,71,32,4342
22,33,27,4343
19,18,30,4344
32,74,34,4345
18,75,34,4346
24,20,28,4347
25,68,30,4348
18,17,35,4349
33,53,30,4350
27,66,25,4351
37,20,31,4352
25,14,33,4353
35,62,32,4354
30,56,30,4355
32,68,30,4356
30,32,29,4357
35,72,30,4358
29,29,27,4359
27,41,25,4360
25,14,27,4361
24,34,30,4362
25,72,31,4363
31,26,29,4364
26,18,29,4365
28,32,29,4366
34,30,28,4367
28,39,26,4368
20,22,34,4369
27,40,25,4370
19,62,33,4371
38,56,25,4372
38,40,26,4373
31,51,28,4374
33,68,34,4375
27,41,28,4376
37,66,29,4377
31,22,25,4378
26,36,29,4379
18,15,30,4380
23,39,34,4381
18,59,35,4382
38,66,33,4383
32,53,26,4384
38,27,27,4385
19,56,35,4386
38,58,25,4387
21,55,28,4388
29,54,35,4389
26,47,27,4390
31,64,28,4391
23,66,32,4392
21,12,35,4393
29,55,33,4394
21,11,29,4395
26,10,35,4396
31,22,34,4397
30,32,30,4398
35,17,28,4399
28,42,33,4400
35,57,28,4401
32,66,35,4402
21,21,32,4403
28,53,31,4404
33,28,33,4405
32,35,28,4406
18,58,28,4407
27,69,30,4408
19,32,26,4409
34,30,35,4410
23,52,26,4411
30,27,32,4412
29,14,33,4413
21,44,27,4414
37,16,33,4415
33,33,26,4416
29,13,31,4417
29,56,35,4418
36,72,32,4419
31,49,34,4420
20,65,28,4421
24,25,31,4422
27,37,29,4423
28,34,31,4424
24,52,26,4425
24,58,32,4426
29,77,35,4427
31,33,35,4428
29,27,27,4429
20,58,34,4430
29,20,25,4431
27,41,27,4432
22,62,25,4433
21,56,29,4434
30,21,31,4435
35,21,31,4436
30,61,25,4437
37,25,30,4438
35,13,34,4439
19,28,33,4440
22,41,29,4441
30,41,30,4442
21,35,32,4443
26,62,29,4444
18,72,27,4445
34,34,27,4446
37,38,26,4447
18,37,25,4448
24,22,35,4449
28,10,30,4450
19,14,32,4451
26,19,34,4452
26,39,32,4453
38,53,34,4454
38,40,34,4455
28,15,35,4456
35,24,25,4457
21,71,29,4458
24,24,27,4459
35,50,30,4460
27,21,26,4461
30,13,27,4462
22,80,25,4463
30,11,27,4464
29,77,34,4465
23,48,32,4466
19,25,27,4467
23,62,33,4468
36,23,26,4469
37,34,34,4470
21,40,35,4471
23,65,27,4472
27,23,27,4473
29,24,34,4474
24,28,35,4475
27,66,31,4476
26,54,32,4477
37,57,31,4478
33,16,30,4479
22,65,29,4480
37,45,32,4481
27,49,29,4482
24,74,28,4483
37,10,28,4484
20,10,30,4485
24,64,28,4486
36,13,32,4487
34,26,28,4488
26,24,29,4489
32,64,31,4490
33,13,30,4491
26,37,27,4492
33,75,26,4493
21,31,34,4494
23,48,28,4495
35,71,28,4496
33,21,26,4497
19,66,25,4498
25,40,28,4499
25,20,27,4500
18,17,27,4501
19,35,32,4502
30,44,34,4503
38,76,31,4504
21,14,35,4505
20,53,27,4506
24,42,29,4507
22,10,30,4508
34,47,29,4509
30,33,29,4510
18,66,25,4511
38,73,29,4512
29,50,27,4513
25,74,32,4514
24,48,30,4515
31,50,31,4516
38,34,27,4517
35,77,33,4518
31,63,33,4519
19,80,28,4520
32,79,34,4521
38,18,27,4522
20,11,29,4523
26,47,33,4524
25,34,34,4525
30,15,27,4526
32,27,27,4527
24,23,31,4528
37,13,27,4529
34,24,31,4530
20,54,31,4531
27,72,33,4532
27,79,26,4533
38,48,26,4534
30,28,26,4535
26,77,26,4536
27,17,35,4537
30,39,29,4538
31,26,28,4539
18,30,31,4540
25,59,34,4541
34,55,30,4542
21,47,33,4543
26,49,27,4544
34,67,34,4545
18,77,28,4546
24,31,31,4547
19,21,35,4548
33,51,33,4549
29,14,25,4550
23,34,26,4551
28,50,34,4552
23,50,28,4553
25,74,35,4554
28,65,31,4555
38,10,32,4556
26,50,31,4557
33,61,29,4558
20,54,34,4559
34,75,34,4560
21,45,32,4561
32,49,27,4562
38,38,35,4563
28,57,35,4564
29,59,33,4565
32,24,32,4566
37,79,26,4567
31,49,26,4568
29,50,29,4569
36,55,32,4570
33,45,32,4571
21,79,29,4572
18,67,30,4573
19,80,25,4574
31,25,34,4575
35,68,28,4576
31,75,35,4577
33,47,29,4578
23,76,25,4579
29,39,32,4580
29,78,31,4581
35,31,27,4582
18,45,27,4583
36,20,35,4584
22,61,32,4585
27,42,28,4586
35,25,26,4587
21,10,30,4588
18,75,32,4589
31,18,25,4590
33,11,28,4591
34,28,34,4592
31,63,30,4593
31,53,33,4594
37,26,30,4595
37,29,30,4596
38,28,32,4597
25,43,34,4598
36,35,29,4599
36,25,32,4600
23,33,25,4601
19,35,30,4602
37,19,31,4603
34,80,28,4604
35,70,27,4605
19,33,30,4606
38,76,27,4607
36,69,33,4608
32,29,33,4609
32,48,25,4610
25,61,30,4611
35,54,31,4612
24,38,26,4613
32,47,32,4614
21,11,29,4615
25,25,35,4616
18,54,27,4617
21,47,31,4618
25,36,29,4619
22,30,32,4620
23,80,28,4621
37,32,30,4622
31,45,27,4623
33,23,30,4624
26,11,28,4625
31,10,30,4626
20,19,25,4627
28,78,28,4628
26,16,31,4629
31,36,26,4630
28,77,31,4631
23,49,30,4632
24,57,34,4633
29,40,35,4634
32,36,35,4635
37,40,26,4636
35,16,31,4637
37,34,35,4638
25,64,35,4639
30,23,32,4640
30,61,35,4641
19,26,30,4642
36,70,28,4643
21,18,34,4644
27,32,35,4645
21,13,25,4646
35,74,26,4647
32,49,32,4648
29,17,26,4649
31,33,30,4650
26,12,31,4651
33,10,35,4652
23,29,27,4653
38,79,33,4654
31,30,31,4655
36,65,32,4656
29,26,26,4657
24,53,30,4658
31,47,25,4659
25,18,29,4660
31,74,32,4661
35,39,27,4662
18,30,31,4663
36,67,25,4664
27,64,27,4665
37,17,28,4666
33,42,28,4667
23,41,27,4668
34,71,29,4669
38,11,35,4670
28,35,32,4671
27,53,35,4672
23,49,29,4673
36,19,35,4674
28,19,28,4675
28,24,34,4676
22,77,29,4677
21,71,27,4678
28,47,32,4679
26,40,30,4680
18,34,31,4681
38,37,32,4682
18,53,25,4683
34,22,33,4684
33,38,30,4685
32,43,35,4686
30,56,26,4687
21,59,32,4688
35,32,25,4689
21,66,30,4690
33,65,33,4691
27,12,34,4692
23,72,26,4693
38,75,34,4694
32,30,34,4695
18,48,25,4696
22,56,26,4697
38,47,30,4698
22,20,33,4699
24,16,26,4700
23,54,33,4701
19,69,30,4702
34,30,32,4703
25,71,32,4704
37,45,28,4705
26,32,35,4706
26,53,26,4707
23,12,26,4708
34,21,26,4709
29,32,34,4710
30,24,31,4711
25,25,30,4712
38,68,32,4713
32,60,27,4714
38,19,32,4715
32,11,34,4716
32,40,29,4717
20,37,34,4718
37,31,27,4719
31,45,31,4720
37,72,28,4721
32,72,34,4722
18,14,30,4723
27,67,28,4724
32,31,26,4725
25,49,32,4726
36,61,31,4727
27,30,31,4728
25,58,30,4729
22,11,29,4730
28,50,30,4731
29,13,30,4732
29,38,34,4733
19,29,25,4734
33,68,35,4735
33,32,31,4736
19,16,33,4737
29,18,28,4738
32,66,33,4739
31,22,34,4740
19,75,26,4741
35,26,30,4742
20,36,28,4743
33,10,27,4744
35,13,34,4745
32,77,31,4746
24,75,27,4747
34,27,30,4748
29,37,26,4749
32,24,26,4750
23,64,27,4751
26,59,31,4752
36,69,30,4753
29,24,29,4754
21,24,32,4755
37,62,29,4756
21,20,33,4757
31,23,29,4758
38,37,31,4759
36,31,35,4760
27,66,30,4761
23,22,31,4762
30,46,33,4763
34,46,30,4764
21,17,25,4765
19,22,35,4766
27,57,35,4767
30,33,25,4768
